date,day,time,microcolony_id,TREATMENT,TEMP,treatmentgroup,video_id,minute,total number of  visible bees ,number of bees on brood,number of bees off brood,propotion 
,5,AM,,CONTROL,HIGH,controlhigh,,2,18,12,6,0.666666667
,5,AM,,CONTROL,HIGH,controlhigh,,3,18,14,4,0.777777778
,5,AM,1C,IMI,LOW,imilow,,1,15,10,5,0.666666667
,5,AM,,IMI,LOW,imilow,,2,15,10,5,0.666666667
,5,AM,,IMI,LOW,imilow,,3,15,10,5,0.666666667
,5,AM,1D,IMI,LOW,imilow,,1,11,7,4,0.636363636
,5,AM,,IMI,LOW,imilow,,2,12,6,6,0.5
,5,AM,,IMI,LOW,imilow,,3,11,5,6,0.454545455
,5,AM,1E,IMI,LOW,imilow,,1,12,5,7,0.416666667
,5,AM,,IMI,LOW,imilow,,2,12,4,8,0.333333333
,5,AM,,IMI,LOW,imilow,,3,12,4,8,0.333333333
,5,AM,3C,IMI,LOW,imilow,,1,17,10,7,0.588235294
,5,AM,,IMI,LOW,imilow,,2,17,10,7,0.588235294
,5,AM,,IMI,LOW,imilow,,3,17,10,7,0.588235294
,5,AM,3D,IMI,LOW,imilow,,1,14,8,6,0.428571429
,5,AM,,IMI,LOW,imilow,,2,15,8,7,0.533333333
,5,AM,,IMI,LOW,imilow,,3,15,8,7,0.533333333
,5,AM,13A,IMI,HIGH,imihigh,,1,17,10,7,0.588235294
,5,AM,,IMI,HIGH,imihigh,,2,17,10,7,0.588235294
,5,AM,,IMI,HIGH,imihigh,,3,13,9,4,0.692307692
,5,AM,13B,IMI,HIGH,imihigh,,1,20,8,12,0.4
,5,AM,,IMI,HIGH,imihigh,,2,21,12,9,0.571428571
,5,AM,,IMI,HIGH,imihigh,,3,22,10,12,0.454545455
,5,AM,15C,IMI,HIGH,imihigh,,1,18,10,8,0.555555556
,5,AM,,IMI,HIGH,imihigh,,2,18,10,8,0.555555556
,5,AM,,IMI,HIGH,imihigh,,3,14,4,11,0.285714286
,5,AM,16A,IMI,HIGH,imihigh,,1,17,4,13,0.235294118
,5,AM,,IMI,HIGH,imihigh,,2,18,4,14,0.222222222
,5,AM,,IMI,HIGH,imihigh,,3,17,4,13,0.235294118
,5,AM,16B,IMI,HIGH,imihigh,,1,24,7,17,0.291666667
,5,AM,,IMI,HIGH,imihigh,,2,24,7,17,0.291666667
,5,AM,,IMI,HIGH,imihigh,,3,27,9,19,0.333333333
,5,PM,11A,CONTROL,LOW,controllow,,1,25,24,1,0.96
,5,PM,,CONTROL,LOW,controllow,,2,25,24,2,0.96
,5,PM,,CONTROL,LOW,controllow,,3,25,24,1,0.96
,5,PM,11B,CONTROL,LOW,controllow,,1,12,10,2,0.833333333
,5,PM,,CONTROL,LOW,controllow,,2,12,10,1,0.833333333
,5,PM,,CONTROL,LOW,controllow,,3,12,11,1,0.916666667
,5,PM,12A,CONTROL,LOW,controllow,,1,25,20,5,0.8
,5,PM,,CONTROL,LOW,controllow,,2,25,20,5,0.8
,5,PM,,CONTROL,LOW,controllow,,3,25,20,5,0.8
,5,PM,12B,CONTROL,LOW,controllow,,1,20,15,5,0.75
,5,PM,,CONTROL,LOW,controllow,,2,20,16,4,0.8
,5,PM,,CONTROL,LOW,controllow,,3,20,16,4,0.8
,5,PM,3E,CONTROL,LOW,controllow,,1,20,13,7,0.65
,5,PM,,CONTROL,LOW,controllow,,2,20,18,2,0.9
,5,PM,,CONTROL,LOW,controllow,,3,20,16,4,0.8
,5,PM,14A,CONTROL,HIGH,controlhigh,,1,21,15,6,0.714285714
,5,PM,,CONTROL,HIGH,controlhigh,,2,21,18,3,0.857142857
,5,PM,,CONTROL,HIGH,controlhigh,,3,21,20,1,0.952380952
,5,PM,14B,CONTROL,HIGH,controlhigh,,1,27,5,17,0.185185185
,5,PM,,CONTROL,HIGH,controlhigh,,2,27,20,7,0.740740741
,5,PM,,CONTROL,HIGH,controlhigh,,3,27,22,5,0.814814815
,5,PM,14C,CONTROL,HIGH,controlhigh,,1,22,10,12,0.454545455
,5,PM,,CONTROL,HIGH,controlhigh,,2,22,15,6,0.681818182
,5,PM,,CONTROL,HIGH,controlhigh,,3,22,15,7,0.681818182
,5,PM,15A,CONTROL,HIGH,controlhigh,,1,21,21,0,1
,5,PM,,CONTROL,HIGH,controlhigh,,2,21,20,1,0.952380952
,5,PM,,CONTROL,HIGH,controlhigh,,3,21,20,1,0.952380952
,5,PM,15B,CONTROL,HIGH,controlhigh,,1,17,12,5,0.705882353
,5,PM,,CONTROL,HIGH,controlhigh,,2,17,12,5,0.705882353
,5,PM,,CONTROL,HIGH,controlhigh,,3,17,12,5,0.705882353
,5,PM,1C,IMI,LOW,imilow,,1,17,9,8,0.529411765
,5,PM,,IMI,LOW,imilow,,2,17,9,8,0.529411765
,5,PM,,IMI,LOW,imilow,,3,17,9,8,0.529411765
,5,PM,1D,IMI,LOW,imilow,,1,12,7,5,0.583333333
,5,PM,,IMI,LOW,imilow,,2,12,7,5,0.583333333
,5,PM,,IMI,LOW,imilow,,3,12,7,5,0.583333333
,5,PM,1E,IMI,LOW,imilow,,1,10,6,5,0.6
,5,PM,,IMI,LOW,imilow,,2,10,6,5,0.6
,5,PM,,IMI,LOW,imilow,,3,11,5,6,0.454545455
,5,PM,3C,IMI,LOW,imilow,,1,13,6,7,0.461538462
,5,PM,,IMI,LOW,imilow,,2,15,8,7,0.533333333
,5,PM,,IMI,LOW,imilow,,3,15,8,7,0.466666667
,5,PM,3D,IMI,LOW,imilow,,1,16,10,6,0.625
,5,PM,,IMI,LOW,imilow,,2,16,10,6,0.625
,5,PM,,IMI,LOW,imilow,,3,16,10,6,0.625
,5,PM,13A,IMI,HIGH,imihigh,,1,13,6,7,0.461538462
,5,PM,,IMI,HIGH,imihigh,,2,12,6,6,0.5
,5,PM,,IMI,HIGH,imihigh,,3,13,5,6,0.384615385
,5,PM,13B,IMI,HIGH,imihigh,,1,15,6,9,0.4
,5,PM,,IMI,HIGH,imihigh,,2,15,6,9,0.4
,5,PM,,IMI,HIGH,imihigh,,3,15,6,9,0.6
,5,PM,15C,IMI,HIGH,imihigh,,1,12,6,6,0.5
,5,PM,,IMI,HIGH,imihigh,,2,12,6,6,0.5
,5,PM,,IMI,HIGH,imihigh,,3,12,6,6,0.5
,5,PM,16A,IMI,HIGH,imihigh,,1,16,4,12,0.25
,5,PM,,IMI,HIGH,imihigh,,2,19,5,14,0.263157895
,5,PM,,IMI,HIGH,imihigh,,3,17,5,12,0.294117647
,5,PM,16B,IMI,HIGH,imihigh,,1,29,14,15,0.482758621
,5,PM,,IMI,HIGH,imihigh,,2,29,14,15,0.482758621
,5,PM,,IMI,HIGH,imihigh,,3,29,14,15,0.482758621
